Year,quarter,Geography,Enrollment Description,Race,Sex,Entitlement Status,Age,Rural/Urban Status,Total Telehealth Eligible Users,Total Medicare Part B Enrollment,Total Telehealth Users,Pct_Telehealth
2023,3,Wisconsin,All,All,All,All,All,All,357281.0,500439.33333,31975.0,0.0895
2023,3,Wyoming,All,All,All,All,All,All,67740.0,98010.0,4021.0,0.0594
2023,4,Alabama,All,All,All,All,All,All,310272.0,390945.0,17279.0,0.0557
2023,4,Alaska,All,All,All,All,All,All,65472.0,99956.666667,9092.0,0.1389
2023,4,Arizona,All,All,All,All,All,All,491651.0,639504.66667,65103.0,0.1324
2023,4,Arkansas,All,All,All,All,All,All,261346.0,333688.66667,20629.0,0.0789
2023,4,California,All,All,All,All,All,All,2080959.0,2833587.6667,473658.0,0.2276
2023,4,Colorado,All,All,All,All,All,All,307135.0,419129.66667,39258.0,0.1278
2023,4,Connecticut,All,All,All,All,All,All,214197.0,263843.0,31134.0,0.1454
2023,4,Delaware,All,All,All,All,All,All,124571.0,149821.66667,17627.0,0.1415
2023,4,District Of Columbia,All,All,All,All,All,All,36906.0,50443.0,7107.0,0.1926
2023,4,Florida,All,All,All,All,All,All,1611710.0,1961189.6667,191325.0,0.1187
2023,4,Georgia,All,All,All,All,All,All,594274.0,753981.33333,56690.0,0.0954
2023,4,Hawaii,All,All,All,All,All,All,74785.0,102792.0,14496.0,0.1938
2023,4,Idaho,All,All,All,All,All,All,128544.0,178970.0,7779.0,0.0605
2023,4,Illinois,All,All,All,All,All,All,935889.0,1198742.0,100839.0,0.1077
2023,4,Indiana,All,All,All,All,All,All,488493.0,622398.66667,35746.0,0.0732
2023,4,Iowa,All,All,All,All,All,All,306639.0,392891.33333,16537.0,0.0539
2023,4,Kansas,All,All,All,All,All,All,274187.0,351794.33333,18252.0,0.0666
2023,4,Kentucky,All,All,All,All,All,All,322624.0,407164.0,22213.0,0.0689
2023,4,Louisiana,All,All,All,All,All,All,287530.0,361071.66667,17411.0,0.0606
2023,4,Maine,All,All,All,All,All,All,100022.0,139212.66667,10619.0,0.1062
2023,4,Maryland,All,All,All,All,All,All,576779.0,726515.0,95842.0,0.1662
2023,4,Massachusetts,All,All,All,All,All,All,649399.0,803487.0,130160.0,0.2004
2023,4,Michigan,All,All,All,All,All,All,592536.0,770399.0,84814.0,0.1431
2023,4,Minnesota,All,All,All,All,All,All,288206.0,393753.33333,44631.0,0.1549
2023,4,Mississippi,All,All,All,All,All,All,275061.0,339306.33333,13851.0,0.0504
2023,4,Missouri,All,All,All,All,All,All,420784.0,545085.0,27914.0,0.0663
2023,4,Montana,All,All,All,All,All,All,118326.0,167850.33333,8356.0,0.0706
2023,4,Nebraska,All,All,All,All,All,All,171226.0,225795.33333,11027.0,0.0644
2023,4,Nevada,All,All,All,All,All,All,176889.0,244055.0,21928.0,0.124
2023,4,New Hampshire,All,All,All,All,All,All,144485.0,190538.66667,19223.0,0.133
2023,4,New Jersey,All,All,All,All,All,All,718774.0,876124.0,112592.0,0.1566
2023,4,New Mexico,All,All,All,All,All,All,140769.0,199057.66667,18319.0,0.1301
2023,4,New York,All,All,All,All,All,All,1272099.0,1571541.6667,232617.0,0.1829
2023,4,North Carolina,All,All,All,All,All,All,708130.0,894224.33333,66160.0,0.0934
2023,4,North Dakota,All,All,All,All,All,All,64885.0,87762.0,3595.0,0.0554
2023,4,Ohio,All,All,All,All,All,All,758395.0,970366.66667,69664.0,0.0919
2023,4,Oklahoma,All,All,All,All,All,All,329073.0,419749.66667,24432.0,0.0742
2023,4,Oregon,All,All,All,All,All,All,255328.0,365198.66667,34648.0,0.1357
2023,4,Pennsylvania,All,All,All,All,All,All,946348.0,1184665.0,106701.0,0.1128
2023,4,Rhode Island,All,All,All,All,All,All,61605.0,76733.0,10133.0,0.1645
2023,4,South Carolina,All,All,All,All,All,All,495036.0,606659.33333,39761.0,0.0803
2023,4,South Dakota,All,All,All,All,All,All,83397.0,113773.0,4874.0,0.0584
2023,4,Tennessee,All,All,All,All,All,All,487440.0,613332.0,33138.0,0.068
2023,4,Texas,All,All,All,All,All,All,1397696.0,1830951.3333,177358.0,0.1269
2023,4,Utah,All,All,All,All,All,All,142437.0,188476.33333,12201.0,0.0857
2023,4,Vermont,All,All,All,All,All,All,74173.0,99740.666667,9353.0,0.1261
2023,4,Virginia,All,All,All,All,All,All,709544.0,894102.66667,73929.0,0.1042
2023,4,Washington,All,All,All,All,All,All,483457.0,682140.66667,63062.0,0.1304
2023,4,West Virginia,All,All,All,All,All,All,145095.0,189470.66667,13676.0,0.0943
2023,4,Wisconsin,All,All,All,All,All,All,365045.0,501193.33333,34198.0,0.0937
2023,4,Wyoming,All,All,All,All,All,All,68150.0,98200.333333,4693.0,0.0689
