Year,Quarter,Geography,Total Telehealth Eligible Users,Total Medicare Part B Enrollment,Total Telehealth Users,Pct_Telehealth,Real_GDP,Total_Population,Total_Male_Population%,Total_Female_Population%,Population_Under5%,Population5_17%,Population18_24%,Population25_34%,Population35_44%,Population45_54%,Population55_64%,Population65_74%,Population_Over75%,Less_Than_High_School_Diploma%,High_School_Graduate%,Some_College_or_Associate Degree%,Bachelor_Degree%,Graduate_Or_Professional_Degree%,UnemploymentRate%,Private_Health_Insurance%,Public_Health_Insurance_Coverage%,No_Health_Insurance_Coverage%,Povery_Rate%,White,Black,Hispanic,Asian,American Indian or Alaska Native,Multiple Races
2021,1,District of Columbia,39187.0,55465.666667,14633.0,0.3734,143141.4,670050,47.6,52.4,6.1,12.7,9.8,21.8,16.6,10.5,9.9,7.5,5.2,7.2,14.8,14.9,25.2,37.8,8.2,71.9,34.5,3.7,16.5,0.359,0.431,0.115,0.038,0.004,0.055
2021,1,Florida,1662574.0,2070007.3333,369850.0,0.2225,1170526.3,21781128,49.2,50.8,5.0,14.7,7.9,12.6,12.5,12.5,13.7,11.9,9.2,10.2,27.7,29.0,20.6,12.6,5.6,63.1,37.4,12.1,13.1,0.512,0.144,0.27,0.028,0.001,0.046
2021,1,Georgia,641150.0,828636.66667,128601.0,0.2006,643013.8,10799566,48.8,51.2,5.8,17.6,9.7,13.6,13.4,13.0,12.4,9.2,5.5,11.0,26.7,27.7,20.9,13.7,5.5,66.1,32.4,12.6,14.0,0.503,0.303,0.1,0.043,0.002,0.048
2021,1,Hawaii,77101.0,107981.66667,23282.0,0.302,84408.5,1441553,50.3,49.7,5.6,15.5,8.0,13.7,13.2,11.7,12.6,11.3,8.3,7.1,26.3,31.3,22.2,13.1,7.7,74.5,39.8,3.9,11.2,0.196,0.013,0.109,0.375,0.004,0.209
2021,1,Idaho,128357.0,189971.66667,23100.0,0.18,88969.6,1900923,50.2,49.8,5.9,18.8,9.1,13.0,13.3,11.4,12.0,10.2,6.3,8.7,26.9,33.6,20.2,10.5,3.3,68.1,36.8,8.8,11.0,0.788,0.007,0.133,0.014,0.007,0.051
2021,1,Illinois,962869.0,1318867.3333,224968.0,0.2336,855888.1,12671469,49.4,50.6,5.6,16.5,9.0,13.5,13.3,12.5,13.0,10.0,6.6,9.8,25.1,27.9,22.1,15.0,7.4,69.4,35.0,7.0,12.1,0.59,0.132,0.181,0.057,0.001,0.039
2021,1,Indiana,512795.0,686243.33333,112473.0,0.2193,387122.0,6805985,49.6,50.4,6.0,17.3,9.7,13.0,12.8,12.0,12.8,10.1,6.3,9.4,33.3,28.5,18.5,10.4,4.7,69.0,35.9,7.5,12.2,0.767,0.086,0.077,0.023,0.001,0.045
2021,1,Iowa,302952.0,421129.0,50850.0,0.1678,201147.1,3193079,50.2,49.8,5.9,17.2,10.0,12.2,12.8,11.1,13.0,10.6,7.2,6.7,30.3,32.5,20.7,9.9,3.6,72.3,37.0,4.8,11.1,0.831,0.034,0.067,0.023,0.003,0.041
2021,1,Kansas,273724.0,370564.66667,44464.0,0.1624,172782.4,2934582,50.2,49.8,6.1,17.9,9.9,12.8,12.9,11.1,12.6,10.0,6.6,8.1,25.4,31.1,22.0,13.4,4.4,72.6,31.2,9.2,11.7,0.734,0.047,0.129,0.03,0.004,0.056
2021,1,Kentucky,362720.0,481339.33333,91814.0,0.2531,215133.2,4509394,49.4,50.6,5.7,16.8,9.2,12.9,12.7,12.2,13.3,10.6,6.5,12.0,32.7,28.3,15.9,11.1,5.4,62.8,45.4,5.7,16.5,0.83,0.068,0.038,0.015,0.002,0.047
2021,1,Louisiana,322252.0,417034.66667,50864.0,0.1578,237839.2,4624047,48.9,51.1,6.1,17.3,9.2,13.2,13.5,11.4,12.8,10.3,6.3,13.3,32.8,27.4,16.8,9.7,7.6,57.1,47.0,7.6,19.6,0.574,0.306,0.055,0.018,0.004,0.044
2021,1,Maine,112519.0,164616.33333,32099.0,0.2853,71142.4,1372247,49.1,50.9,4.4,13.7,7.8,12.1,12.2,12.4,15.6,13.4,8.2,5.5,29.6,28.9,22.2,13.8,4.9,70.6,39.8,5.7,11.5,0.9,0.014,0.018,0.011,0.003,0.053
2021,1,Maryland,566729.0,751087.66667,196631.0,0.347,406953.1,6165129,48.7,51.3,5.7,16.4,8.6,13.2,13.5,12.8,13.6,9.8,6.4,8.9,23.8,24.7,22.4,20.2,5.9,73.0,35.4,6.1,10.3,0.481,0.286,0.111,0.068,0.001,0.052
2021,1,Massachusetts,638639.0,835053.33333,289593.0,0.4535,595911.8,6984723,48.8,51.2,5.0,14.5,9.9,14.0,12.9,12.5,13.8,10.5,7.0,8.9,22.8,21.7,25.3,21.3,6.6,73.9,37.3,2.5,10.4,0.677,0.061,0.129,0.069,0.001,0.063
2021,1,Michigan,655710.0,898186.66667,178222.0,0.2718,530380.9,10050811,49.5,50.5,5.4,16.0,9.2,13.1,12.1,12.2,13.9,11.1,7.0,8.0,28.7,31.6,19.2,12.5,6.9,70.5,40.4,5.0,13.1,0.731,0.131,0.056,0.032,0.003,0.048
2021,1,Minnesota,294321.0,431124.33333,83084.0,0.2823,377947.0,5707390,50.1,49.9,5.8,17.1,8.8,13.0,13.5,11.7,13.3,10.2,6.6,5.9,23.3,31.9,25.5,13.4,4.9,75.9,34.3,4.5,9.3,0.769,0.067,0.058,0.05,0.006,0.049
2021,1,Mississippi,309881.0,397784.33333,51373.0,0.1658,115675.1,2949965,48.7,51.3,5.9,17.6,9.8,12.1,13.0,12.0,12.8,10.5,6.4,13.5,29.8,31.9,15.4,9.3,6.4,59.7,40.2,11.9,19.4,0.559,0.357,0.031,0.008,0.004,0.04
2021,1,Missouri,446771.0,617084.33333,77027.0,0.1724,331580.9,6168187,49.4,50.6,5.7,16.7,9.0,13.0,12.9,11.6,13.4,10.6,7.0,8.4,30.8,29.0,19.5,12.2,4.6,69.8,32.9,9.4,12.7,0.768,0.106,0.046,0.02,0.002,0.057
2021,1,Montana,110474.0,168614.0,18306.0,0.1657,53303.7,1104271,50.8,49.2,5.1,16.2,9.3,12.7,12.7,10.9,13.5,12.4,7.3,5.6,26.8,32.7,22.4,12.4,4.0,66.9,39.8,8.2,11.9,0.838,0.004,0.043,0.007,0.055,0.054
2021,1,Nebraska,173191.0,242979.66667,22313.0,0.1288,134939.9,1963692,50.2,49.8,6.3,18.2,9.6,12.9,13.2,11.0,12.4,10.0,6.5,7.8,25.2,32.6,22.2,12.3,2.7,74.8,30.5,7.1,10.8,0.766,0.042,0.12,0.022,0.006,0.044
2021,1,Nevada,183743.0,261459.66667,48290.0,0.2628,182474.1,3143991,50.4,49.6,5.6,16.6,8.1,14.4,13.8,12.6,12.4,10.3,6.2,12.8,27.2,32.3,17.9,9.6,9.7,62.7,36.6,11.6,14.1,0.451,0.086,0.301,0.084,0.006,0.066
2021,1,New Hampshire,142471.0,201331.0,45834.0,0.3217,89949.3,1388992,49.9,50.1,4.5,14.0,9.0,12.8,12.0,12.8,15.6,12.0,7.3,5.6,26.6,27.6,24.5,15.7,3.6,76.6,32.6,5.1,7.2,0.876,0.012,0.043,0.027,0.004,0.043
2021,1,New Jersey,706102.0,902405.0,212344.0,0.3007,632463.3,9267130,49.2,50.8,5.6,16.2,8.3,12.8,13.2,13.1,13.9,10.0,6.9,9.0,25.5,22.4,25.7,17.4,8.1,71.2,33.2,7.2,10.2,0.522,0.121,0.216,0.1,0.001,0.04
2021,1,New Mexico,148930.0,218697.66667,53902.0,0.3619,100917.6,2115877,49.7,50.3,5.4,16.9,9.1,13.2,12.9,11.1,12.8,11.3,7.2,12.5,25.7,31.7,16.0,14.1,7.8,53.3,50.9,10.0,18.4,0.348,0.016,0.503,0.014,0.081,0.037
2021,1,New York,1281081.0,1665012.0,403293.0,0.3148,1736222.3,19835913,48.9,51.1,5.5,15.2,8.8,14.1,12.9,12.4,13.6,10.3,7.2,12.0,24.4,23.7,22.2,17.7,8.7,65.9,41.9,5.2,13.9,0.535,0.132,0.196,0.087,0.002,0.048
2021,1,North Carolina,801483.0,1029512.3333,175569.0,0.2191,600217.3,10551162,48.8,51.2,5.5,16.3,9.5,13.0,12.8,12.8,13.0,10.5,6.5,10.3,24.9,29.9,21.7,13.2,5.8,66.9,35.8,10.4,13.4,0.611,0.197,0.101,0.031,0.009,0.05
2021,1,North Dakota,64750.0,94575.666667,7247.0,0.1119,56419.2,774948,51.6,48.4,6.6,17.0,11.0,14.2,13.0,10.2,12.0,9.5,6.5,6.4,26.3,35.6,22.4,9.4,2.9,77.3,28.4,7.9,11.1,0.827,0.029,0.039,0.014,0.043,0.044
2021,1,Ohio,789063.0,1059586.0,192179.0,0.2436,690478.9,11780017,49.3,50.7,5.7,16.4,9.0,13.1,12.4,12.1,13.5,10.9,7.0,8.3,32.8,28.2,18.9,11.8,5.4,67.6,38.6,6.5,13.4,0.767,0.115,0.043,0.024,0.001,0.049
2021,1,Oklahoma,350350.0,464648.0,82205.0,0.2346,194132.8,3986639,49.8,50.2,6.1,18.0,9.8,13.3,13.3,11.3,12.3,9.8,6.4,11.3,30.7,30.0,18.3,9.6,5.9,62.2,37.3,13.8,15.6,0.629,0.065,0.119,0.023,0.069,0.093
2021,1,Oregon,257065.0,387915.0,75842.0,0.295,250325.8,4246155,50.0,50.0,5.0,15.3,8.4,14.0,14.0,12.3,12.4,11.6,7.0,8.1,21.9,33.6,22.4,13.9,6.4,67.0,41.3,6.1,12.2,0.721,0.018,0.14,0.045,0.007,0.065
2021,1,Pennsylvania,954564.0,1265892.6667,264430.0,0.277,765508.8,12964056,49.4,50.6,5.2,15.4,8.7,13.1,12.4,12.1,14.0,11.3,7.7,8.1,33.3,24.1,20.6,13.9,6.4,71.7,38.2,5.5,12.1,0.739,0.097,0.084,0.037,0.001,0.043
2021,1,Rhode Island,68395.0,89669.0,26004.0,0.3802,60803.0,1095610,49.0,51.0,4.8,14.2,10.4,13.4,12.5,12.2,14.2,10.9,7.4,10.9,27.7,24.9,20.9,15.6,7.7,69.2,40.1,4.3,11.4,0.689,0.043,0.174,0.03,0.002,0.06
2021,1,South Carolina,514298.0,645045.33333,95647.0,0.186,245752.1,5190705,48.6,51.4,5.3,16.2,9.2,12.7,12.5,12.0,13.4,11.7,6.9,10.4,28.5,29.5,19.6,11.9,5.6,65.4,38.9,10.0,14.6,0.628,0.247,0.063,0.016,0.002,0.043
2021,1,South Dakota,82316.0,121261.66667,12042.0,0.1463,55515.9,895376,50.5,49.5,6.5,18.2,9.4,12.3,12.6,10.6,12.8,10.9,6.7,6.9,29.3,32.1,21.6,10.1,2.8,72.5,31.0,9.5,12.3,0.802,0.02,0.04,0.015,0.076,0.045
2021,1,Tennessee,511244.0,670855.33333,78213.0,0.153,400243.6,6975218,48.9,51.1,5.7,16.3,8.9,13.5,12.9,12.5,13.1,10.5,6.5,10.3,31.2,28.1,19.2,11.3,5.3,66.7,36.5,10.0,13.6,0.723,0.151,0.06,0.017,0.001,0.048
2021,1,Texas,1457254.0,1974148.0,409538.0,0.281,1879101.3,29527941,49.9,50.1,6.4,18.8,9.6,14.4,14.0,12.3,11.3,8.2,5.0,14.6,24.6,27.7,21.2,11.9,6.2,61.4,29.7,18.0,14.2,0.393,0.114,0.404,0.052,0.002,0.035
2021,1,Utah,145391.0,203657.66667,29524.0,0.2031,210446.9,3337975,50.8,49.2,7.0,21.3,11.4,14.6,14.0,10.7,9.3,7.2,4.4,6.8,22.1,34.2,24.1,12.7,3.5,77.8,22.3,9.0,8.6,0.76,0.01,0.147,0.025,0.006,0.044
2021,1,Vermont,77950.0,111388.66667,26313.0,0.3376,33721.9,645570,49.6,50.4,4.2,13.9,10.2,11.8,12.1,12.1,15.0,12.8,7.9,5.5,26.2,23.9,26.0,18.4,4.2,70.0,41.6,3.7,10.3,0.906,0.011,0.02,0.018,0.004,0.044
2021,1,Virginia,731881.0,961561.0,176467.0,0.2411,565470.6,8642274,49.5,50.5,5.6,16.2,9.5,13.4,13.6,12.5,13.0,9.9,6.4,8.6,23.9,25.7,23.5,18.3,4.8,73.9,32.7,6.8,10.2,0.595,0.177,0.102,0.068,0.002,0.056
2021,1,Washington,498890.0,737392.33333,117930.0,0.2364,630051.5,7738692,50.4,49.6,5.6,16.1,8.6,15.1,14.2,12.0,12.4,10.1,6.1,7.7,21.6,31.7,23.8,15.1,5.9,70.5,36.5,6.4,9.9,0.646,0.037,0.136,0.094,0.007,0.073
2021,1,West Virginia,166980.0,227061.66667,42549.0,0.2548,75765.1,1782959,49.8,50.2,5.0,15.3,8.8,11.3,12.5,12.5,14.0,12.7,8.0,11.2,39.1,25.6,14.2,9.9,6.2,62.7,48.8,6.1,16.8,0.906,0.025,0.017,0.008,0.004,0.043
2021,1,Wisconsin,370066.0,545756.66667,77824.0,0.2103,334514.0,5895908,50.1,49.9,5.3,16.3,9.2,12.5,12.7,11.9,14.1,11.0,6.9,6.7,30.0,30.8,21.5,11.0,3.5,73.5,35.1,5.4,10.8,0.793,0.058,0.075,0.03,0.005,0.039
2021,1,Wyoming,65480.0,100019.66667,10028.0,0.1531,37131.8,578803,51.1,48.9,5.2,17.5,9.0,12.2,13.8,11.3,13.0,11.5,6.5,6.4,27.3,37.1,18.5,10.7,3.7,71.8,30.1,12.2,11.4,0.813,0.009,0.106,0.007,0.017,0.048
2021,2,Alabama,356830.0,457112.33333,38998.0,0.1093,233726.6,5039877,48.5,51.5,5.8,16.5,9.3,12.6,12.7,12.3,13.4,10.7,6.9,12.1,31.3,29.2,16.6,10.9,5.3,66.4,37.3,9.9,16.1,0.644,0.255,0.047,0.013,0.004,0.037
2021,2,Alaska,59490.0,92448.666667,11423.0,0.192,51454.1,732673,52.3,47.7,6.3,18.2,9.2,15.3,14.1,11.3,12.2,9.2,4.2,6.7,27.9,32.6,20.9,11.9,7.0,64.2,37.6,11.4,10.5,0.579,0.026,0.067,0.07,0.138,0.105
2021,2,Arizona,498713.0,660480.0,102920.0,0.2064,395035.9,7276316,49.9,50.1,5.5,16.7,9.4,13.8,12.6,11.7,12.1,10.8,7.6,11.0,23.5,33.1,19.8,12.6,5.8,63.2,39.0,10.7,12.8,0.521,0.041,0.324,0.033,0.033,0.047
2021,2,Arkansas,296229.0,384521.0,34546.0,0.1166,137463.6,3025891,49.4,50.6,5.9,17.3,9.4,12.7,12.7,11.8,12.8,10.4,7.0,11.3,34.1,29.3,15.9,9.4,5.5,59.0,44.4,9.2,16.3,0.683,0.144,0.083,0.014,0.004,0.068
2021,2,California,2081925.0,2861280.6667,697623.0,0.3351,3154188.6,39237836,50.0,50.0,5.6,16.7,9.1,14.9,13.8,12.6,12.2,9.1,6.1,15.6,20.7,27.5,22.1,14.0,8.3,63.7,39.3,7.0,12.3,0.342,0.051,0.403,0.151,0.002,0.047
2021,2,Colorado,312549.0,437952.66667,54245.0,0.1736,406451.9,5812069,50.6,49.4,5.3,16.1,9.0,15.5,14.6,12.2,12.1,9.6,5.5,7.6,20.1,27.9,27.4,17.0,5.3,70.1,33.3,8.0,9.7,0.653,0.036,0.222,0.031,0.003,0.053
2021,2,Connecticut,237980.0,297704.66667,51793.0,0.2176,269838.7,3605597,49.0,51.0,4.9,15.2,9.5,12.5,12.5,12.8,14.4,10.5,7.5,8.9,25.5,23.5,23.2,18.9,6.7,69.2,37.7,5.2,10.1,0.628,0.097,0.178,0.047,0.001,0.049
2021,2,Delaware,124291.0,154138.66667,30787.0,0.2477,74657.1,1003384,48.4,51.6,5.3,15.5,8.3,12.8,12.2,11.5,14.3,12.5,7.6,8.6,28.3,27.4,20.6,15.0,5.6,71.2,40.1,5.7,11.6,0.595,0.203,0.102,0.041,0.004,0.057
2021,2,District of Columbia,40287.0,54950.666667,11830.0,0.2936,143141.4,670050,47.6,52.4,6.1,12.7,9.8,21.8,16.6,10.5,9.9,7.5,5.2,7.2,14.8,14.9,25.2,37.8,8.2,71.9,34.5,3.7,16.5,0.359,0.431,0.115,0.038,0.004,0.055
2021,2,Florida,1676074.0,2061529.0,281078.0,0.1677,1170526.3,21781128,49.2,50.8,5.0,14.7,7.9,12.6,12.5,12.5,13.7,11.9,9.2,10.2,27.7,29.0,20.6,12.6,5.6,63.1,37.4,12.1,13.1,0.512,0.144,0.27,0.028,0.001,0.046
2021,2,Georgia,636011.0,823118.0,87123.0,0.137,643013.8,10799566,48.8,51.2,5.8,17.6,9.7,13.6,13.4,13.0,12.4,9.2,5.5,11.0,26.7,27.7,20.9,13.7,5.5,66.1,32.4,12.6,14.0,0.503,0.303,0.1,0.043,0.002,0.048
2021,2,Hawaii,77370.0,107722.66667,18024.0,0.233,84408.5,1441553,50.3,49.7,5.6,15.5,8.0,13.7,13.2,11.7,12.6,11.3,8.3,7.1,26.3,31.3,22.2,13.1,7.7,74.5,39.8,3.9,11.2,0.196,0.013,0.109,0.375,0.004,0.209
2021,2,Idaho,133795.0,190105.0,14567.0,0.1089,88969.6,1900923,50.2,49.8,5.9,18.8,9.1,13.0,13.3,11.4,12.0,10.2,6.3,8.7,26.9,33.6,20.2,10.5,3.3,68.1,36.8,8.8,11.0,0.788,0.007,0.133,0.014,0.007,0.051
2021,2,Illinois,995654.0,1314829.3333,149223.0,0.1499,855888.1,12671469,49.4,50.6,5.6,16.5,9.0,13.5,13.3,12.5,13.0,10.0,6.6,9.8,25.1,27.9,22.1,15.0,7.4,69.4,35.0,7.0,12.1,0.59,0.132,0.181,0.057,0.001,0.039
2021,2,Indiana,526447.0,683569.33333,65749.0,0.1249,387122.0,6805985,49.6,50.4,6.0,17.3,9.7,13.0,12.8,12.0,12.8,10.1,6.3,9.4,33.3,28.5,18.5,10.4,4.7,69.0,35.9,7.5,12.2,0.767,0.086,0.077,0.023,0.001,0.045
2021,2,Iowa,318995.0,421212.33333,30179.0,0.0946,201147.1,3193079,50.2,49.8,5.9,17.2,10.0,12.2,12.8,11.1,13.0,10.6,7.2,6.7,30.3,32.5,20.7,9.9,3.6,72.3,37.0,4.8,11.1,0.831,0.034,0.067,0.023,0.003,0.041
2021,2,Kansas,282163.0,370048.33333,28332.0,0.1004,172782.4,2934582,50.2,49.8,6.1,17.9,9.9,12.8,12.9,11.1,12.6,10.0,6.6,8.1,25.4,31.1,22.0,13.4,4.4,72.6,31.2,9.2,11.7,0.734,0.047,0.129,0.03,0.004,0.056
2021,2,Kentucky,369310.0,476196.33333,51886.0,0.1405,215133.2,4509394,49.4,50.6,5.7,16.8,9.2,12.9,12.7,12.2,13.3,10.6,6.5,12.0,32.7,28.3,15.9,11.1,5.4,62.8,45.4,5.7,16.5,0.83,0.068,0.038,0.015,0.002,0.047
2021,2,Louisiana,320379.0,412470.0,32470.0,0.1013,237839.2,4624047,48.9,51.1,6.1,17.3,9.2,13.2,13.5,11.4,12.8,10.3,6.3,13.3,32.8,27.4,16.8,9.7,7.6,57.1,47.0,7.6,19.6,0.574,0.306,0.055,0.018,0.004,0.044
2021,2,Maine,116170.0,162219.33333,21723.0,0.187,71142.4,1372247,49.1,50.9,4.4,13.7,7.8,12.1,12.2,12.4,15.6,13.4,8.2,5.5,29.6,28.9,22.2,13.8,4.9,70.6,39.8,5.7,11.5,0.9,0.014,0.018,0.011,0.003,0.053
2021,2,Maryland,582393.0,750017.0,142013.0,0.2438,406953.1,6165129,48.7,51.3,5.7,16.4,8.6,13.2,13.5,12.8,13.6,9.8,6.4,8.9,23.8,24.7,22.4,20.2,5.9,73.0,35.4,6.1,10.3,0.481,0.286,0.111,0.068,0.001,0.052
2021,2,Massachusetts,659534.0,832935.0,217377.0,0.3296,595911.8,6984723,48.8,51.2,5.0,14.5,9.9,14.0,12.9,12.5,13.8,10.5,7.0,8.9,22.8,21.7,25.3,21.3,6.6,73.9,37.3,2.5,10.4,0.677,0.061,0.129,0.069,0.001,0.063
2021,2,Michigan,673353.0,892565.33333,138989.0,0.2064,530380.9,10050811,49.5,50.5,5.4,16.0,9.2,13.1,12.1,12.2,13.9,11.1,7.0,8.0,28.7,31.6,19.2,12.5,6.9,70.5,40.4,5.0,13.1,0.731,0.131,0.056,0.032,0.003,0.048
2021,2,Minnesota,307229.0,430539.66667,64328.0,0.2094,377947.0,5707390,50.1,49.9,5.8,17.1,8.8,13.0,13.5,11.7,13.3,10.2,6.6,5.9,23.3,31.9,25.5,13.4,4.9,75.9,34.3,4.5,9.3,0.769,0.067,0.058,0.05,0.006,0.049
2021,2,Mississippi,311680.0,394159.66667,31519.0,0.1011,115675.1,2949965,48.7,51.3,5.9,17.6,9.8,12.1,13.0,12.0,12.8,10.5,6.4,13.5,29.8,31.9,15.4,9.3,6.4,59.7,40.2,11.9,19.4,0.559,0.357,0.031,0.008,0.004,0.04
2021,2,Missouri,464085.0,613889.66667,48150.0,0.1038,331580.9,6168187,49.4,50.6,5.7,16.7,9.0,13.0,12.9,11.6,13.4,10.6,7.0,8.4,30.8,29.0,19.5,12.2,4.6,69.8,32.9,9.4,12.7,0.768,0.106,0.046,0.02,0.002,0.057
2021,2,Montana,116600.0,169322.0,12122.0,0.104,53303.7,1104271,50.8,49.2,5.1,16.2,9.3,12.7,12.7,10.9,13.5,12.4,7.3,5.6,26.8,32.7,22.4,12.4,4.0,66.9,39.8,8.2,11.9,0.838,0.004,0.043,0.007,0.055,0.054
2021,2,Nebraska,178227.0,242694.33333,14775.0,0.0829,134939.9,1963692,50.2,49.8,6.3,18.2,9.6,12.9,13.2,11.0,12.4,10.0,6.5,7.8,25.2,32.6,22.2,12.3,2.7,74.8,30.5,7.1,10.8,0.766,0.042,0.12,0.022,0.006,0.044
2021,2,Nevada,186913.0,261580.66667,36030.0,0.1928,182474.1,3143991,50.4,49.6,5.6,16.6,8.1,14.4,13.8,12.6,12.4,10.3,6.2,12.8,27.2,32.3,17.9,9.6,9.7,62.7,36.6,11.6,14.1,0.451,0.086,0.301,0.084,0.006,0.066
2021,2,New Hampshire,148877.0,201139.66667,33391.0,0.2243,89949.3,1388992,49.9,50.1,4.5,14.0,9.0,12.8,12.0,12.8,15.6,12.0,7.3,5.6,26.6,27.6,24.5,15.7,3.6,76.6,32.6,5.1,7.2,0.876,0.012,0.043,0.027,0.004,0.043
2021,2,New Jersey,721758.0,900197.0,153214.0,0.2123,632463.3,9267130,49.2,50.8,5.6,16.2,8.3,12.8,13.2,13.1,13.9,10.0,6.9,9.0,25.5,22.4,25.7,17.4,8.1,71.2,33.2,7.2,10.2,0.522,0.121,0.216,0.1,0.001,0.04
2021,2,New Mexico,151440.0,216886.33333,36505.0,0.2411,100917.6,2115877,49.7,50.3,5.4,16.9,9.1,13.2,12.9,11.1,12.8,11.3,7.2,12.5,25.7,31.7,16.0,14.1,7.8,53.3,50.9,10.0,18.4,0.348,0.016,0.503,0.014,0.081,0.037
2021,2,New York,1321280.0,1656745.6667,308588.0,0.2336,1736222.3,19835913,48.9,51.1,5.5,15.2,8.8,14.1,12.9,12.4,13.6,10.3,7.2,12.0,24.4,23.7,22.2,17.7,8.7,65.9,41.9,5.2,13.9,0.535,0.132,0.196,0.087,0.002,0.048
2021,2,North Carolina,796671.0,1022369.6667,108595.0,0.1363,600217.3,10551162,48.8,51.2,5.5,16.3,9.5,13.0,12.8,12.8,13.0,10.5,6.5,10.3,24.9,29.9,21.7,13.2,5.8,66.9,35.8,10.4,13.4,0.611,0.197,0.101,0.031,0.009,0.05
2021,2,North Dakota,68693.0,94620.0,6108.0,0.0889,56419.2,774948,51.6,48.4,6.6,17.0,11.0,14.2,13.0,10.2,12.0,9.5,6.5,6.4,26.3,35.6,22.4,9.4,2.9,77.3,28.4,7.9,11.1,0.827,0.029,0.039,0.014,0.043,0.044
2021,2,Ohio,809393.0,1055853.3333,115400.0,0.1426,690478.9,11780017,49.3,50.7,5.7,16.4,9.0,13.1,12.4,12.1,13.5,10.9,7.0,8.3,32.8,28.2,18.9,11.8,5.4,67.6,38.6,6.5,13.4,0.767,0.115,0.043,0.024,0.001,0.049
2021,2,Oklahoma,356906.0,462208.0,44505.0,0.1247,194132.8,3986639,49.8,50.2,6.1,18.0,9.8,13.3,13.3,11.3,12.3,9.8,6.4,11.3,30.7,30.0,18.3,9.6,5.9,62.2,37.3,13.8,15.6,0.629,0.065,0.119,0.023,0.069,0.093
2021,2,Oregon,267585.0,388287.33333,56033.0,0.2094,250325.8,4246155,50.0,50.0,5.0,15.3,8.4,14.0,14.0,12.3,12.4,11.6,7.0,8.1,21.9,33.6,22.4,13.9,6.4,67.0,41.3,6.1,12.2,0.721,0.018,0.14,0.045,0.007,0.065
2021,2,Pennsylvania,979984.0,1262817.6667,170503.0,0.174,765508.8,12964056,49.4,50.6,5.2,15.4,8.7,13.1,12.4,12.1,14.0,11.3,7.7,8.1,33.3,24.1,20.6,13.9,6.4,71.7,38.2,5.5,12.1,0.739,0.097,0.084,0.037,0.001,0.043
2021,2,Rhode Island,69597.0,88876.666667,18046.0,0.2593,60803.0,1095610,49.0,51.0,4.8,14.2,10.4,13.4,12.5,12.2,14.2,10.9,7.4,10.9,27.7,24.9,20.9,15.6,7.7,69.2,40.1,4.3,11.4,0.689,0.043,0.174,0.03,0.002,0.06
2021,2,South Carolina,510804.0,642315.66667,58013.0,0.1136,245752.1,5190705,48.6,51.4,5.3,16.2,9.2,12.7,12.5,12.0,13.4,11.7,6.9,10.4,28.5,29.5,19.6,11.9,5.6,65.4,38.9,10.0,14.6,0.628,0.247,0.063,0.016,0.002,0.043
2021,2,South Dakota,86051.0,121347.66667,7953.0,0.0924,55515.9,895376,50.5,49.5,6.5,18.2,9.4,12.3,12.6,10.6,12.8,10.9,6.7,6.9,29.3,32.1,21.6,10.1,2.8,72.5,31.0,9.5,12.3,0.802,0.02,0.04,0.015,0.076,0.045
2021,2,Tennessee,522218.0,668828.33333,49128.0,0.0941,400243.6,6975218,48.9,51.1,5.7,16.3,8.9,13.5,12.9,12.5,13.1,10.5,6.5,10.3,31.2,28.1,19.2,11.3,5.3,66.7,36.5,10.0,13.6,0.723,0.151,0.06,0.017,0.001,0.048
2021,2,Texas,1482274.0,1968161.6667,277215.0,0.187,1879101.3,29527941,49.9,50.1,6.4,18.8,9.6,14.4,14.0,12.3,11.3,8.2,5.0,14.6,24.6,27.7,21.2,11.9,6.2,61.4,29.7,18.0,14.2,0.393,0.114,0.404,0.052,0.002,0.035
2021,2,Utah,149263.0,203837.33333,19674.0,0.1318,210446.9,3337975,50.8,49.2,7.0,21.3,11.4,14.6,14.0,10.7,9.3,7.2,4.4,6.8,22.1,34.2,24.1,12.7,3.5,77.8,22.3,9.0,8.6,0.76,0.01,0.147,0.025,0.006,0.044
2021,2,Vermont,81950.0,111252.0,19094.0,0.233,33721.9,645570,49.6,50.4,4.2,13.9,10.2,11.8,12.1,12.1,15.0,12.8,7.9,5.5,26.2,23.9,26.0,18.4,4.2,70.0,41.6,3.7,10.3,0.906,0.011,0.02,0.018,0.004,0.044
2021,2,Virginia,739627.0,957535.66667,115465.0,0.1561,565470.6,8642274,49.5,50.5,5.6,16.2,9.5,13.4,13.6,12.5,13.0,9.9,6.4,8.6,23.9,25.7,23.5,18.3,4.8,73.9,32.7,6.8,10.2,0.595,0.177,0.102,0.068,0.002,0.056
2021,2,Washington,514576.0,737020.66667,88273.0,0.1715,630051.5,7738692,50.4,49.6,5.6,16.1,8.6,15.1,14.2,12.0,12.4,10.1,6.1,7.7,21.6,31.7,23.8,15.1,5.9,70.5,36.5,6.4,9.9,0.646,0.037,0.136,0.094,0.007,0.073
2021,2,West Virginia,170558.0,225038.0,25912.0,0.1519,75765.1,1782959,49.8,50.2,5.0,15.3,8.8,11.3,12.5,12.5,14.0,12.7,8.0,11.2,39.1,25.6,14.2,9.9,6.2,62.7,48.8,6.1,16.8,0.906,0.025,0.017,0.008,0.004,0.043
